Hora,CO_M,NO2_M,NOx_M,SO2_M,O3_M,TMP_M,DV_M,VV_M,HR_M,CO_P,NO2_P,NOx_P,SO2_P,O3_P,TMP_P,DV_P,VV_P,HR_P,CO_T,NO2_T,NOx_T,SO2_T,O3_T,TMP_T,DV_T,VV_T,HR_T,CO_X,NO2_X,NOx_X,SO2_X,O3_X,TMP_X,DV_X,VV_X,HR_X
1:00 - 2:00,"(1.506, 1.678]","(0.0525, 0.0573]","(0.138, 0.154]","(0.000902, 0.00644]","(0.000889, 0.00717]","(15.3, 16.322]","(80.0, 100.0]","(2.172, 3.244]","(40.611, 45.556]","(0.733, 0.839]","(0.0308, 0.0347]","(0.0597, 0.0686]","(0.000936, 0.00456]","(0.00187, 0.00906]","(13.367, 14.333]","(219.389, 239.333]","(5.978, 7.022]","(47.0, 51.222]","(0.867, 1.089]","(0.0363, 0.0412]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.000908, 0.00611]","(14.022, 15.111]","(280.222, 300.167]","(4.017, 5.156]","(44.5, 48.667]","(1.456, 1.744]","(0.039, 0.0445]","(0.125, 0.149]","(0.00193, 0.00578]","(0.00492, 0.00956]","(15.3, 16.278]","(0.641, 20.944]","(3.144, 4.617]","(36.722, 41.111]"
2:00 - 3:00,"(1.333, 1.506]","(0.0477, 0.0525]","(0.122, 0.138]","(0.000902, 0.00644]","(0.000889, 0.00717]","(14.278, 15.3]","(340.0, 360.0]","(2.172, 3.244]","(45.556, 50.5]","(0.311, 0.417]","(0.0193, 0.0232]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00906, 0.0161]","(12.4, 13.367]","(199.444, 219.389]","(7.022, 8.067]","(34.333, 38.556]","(0.867, 1.089]","(0.0363, 0.0412]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(12.933, 14.022]","(260.278, 280.222]","(4.017, 5.156]","(48.667, 52.833]","(1.167, 1.456]","(0.039, 0.0445]","(0.102, 0.125]","(0.00193, 0.00578]","(0.00492, 0.00956]","(14.322, 15.3]","(20.944, 40.889]","(4.617, 6.089]","(41.111, 45.5]"
3:00 - 4:00,"(1.333, 1.506]","(0.0428, 0.0477]","(0.122, 0.138]","(0.000902, 0.00644]","(0.000889, 0.00717]","(14.278, 15.3]","(-0.36, 20.0]","(2.172, 3.244]","(50.5, 55.444]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(12.4, 13.367]","(219.389, 239.333]","(7.022, 8.067]","(34.333, 38.556]","(0.867, 1.089]","(0.0314, 0.0363]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.000908, 0.00611]","(11.844, 12.933]","(260.278, 280.222]","(4.017, 5.156]","(52.833, 57.0]","(1.167, 1.456]","(0.0335, 0.039]","(0.102, 0.125]","(0.00193, 0.00578]","(0.00492, 0.00956]","(13.344, 14.322]","(20.944, 40.889]","(3.144, 4.617]","(41.111, 45.5]"
4:00 - 5:00,"(1.506, 1.678]","(0.0428, 0.0477]","(0.154, 0.17]","(0.000902, 0.00644]","(0.000889, 0.00717]","(12.233, 13.256]","(20.0, 40.0]","(2.172, 3.244]","(55.444, 60.389]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0161, 0.0232]","(11.433, 12.4]","(199.444, 219.389]","(5.978, 7.022]","(34.333, 38.556]","(0.867, 1.089]","(0.0314, 0.0363]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(10.756, 11.844]","(260.278, 280.222]","(2.878, 4.017]","(52.833, 57.0]","(0.878, 1.167]","(0.0335, 0.039]","(0.0556, 0.0788]","(0.00578, 0.00956]","(0.00492, 0.00956]","(13.344, 14.322]","(140.611, 160.556]","(1.672, 3.144]","(45.5, 49.889]"
5:00 - 6:00,"(1.333, 1.506]","(0.038, 0.0428]","(0.138, 0.154]","(0.000902, 0.00644]","(0.000889, 0.00717]","(12.233, 13.256]","(100.0, 120.0]","(2.172, 3.244]","(55.444, 60.389]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.00906, 0.0161]","(10.467, 11.433]","(219.389, 239.333]","(3.889, 4.933]","(42.778, 47.0]","(0.867, 1.089]","(0.0266, 0.0314]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(10.756, 11.844]","(220.389, 240.333]","(0.58, 1.739]","(52.833, 57.0]","(1.167, 1.456]","(0.0335, 0.039]","(0.102, 0.125]","(0.00193, 0.00578]","(0.00492, 0.00956]","(12.367, 13.344]","(260.278, 280.222]","(0.174, 1.672]","(49.889, 54.278]"
6:00 - 7:00,"(1.333, 1.506]","(0.038, 0.0428]","(0.138, 0.154]","(0.000902, 0.00644]","(0.000889, 0.00717]","(11.211, 12.233]","(120.0, 140.0]","(1.081, 2.172]","(60.389, 65.333]","(0.311, 0.417]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00187, 0.00906]","(9.5, 10.467]","(199.444, 219.389]","(4.933, 5.978]","(47.0, 51.222]","(0.867, 1.089]","(0.0266, 0.0314]","(0.0607, 0.0779]","(0.000884, 0.00744]","(0.000908, 0.00611]","(9.667, 10.756]","(240.333, 260.278]","(2.878, 4.017]","(52.833, 57.0]","(1.167, 1.456]","(0.0335, 0.039]","(0.125, 0.149]","(0.00578, 0.00956]","(0.00492, 0.00956]","(12.367, 13.344]","(200.444, 220.389]","(0.174, 1.672]","(49.889, 54.278]"
7:00 - 8:00,"(1.506, 1.678]","(0.038, 0.0428]","(0.154, 0.17]","(0.000902, 0.00644]","(0.000889, 0.00717]","(11.211, 12.233]","(140.0, 160.0]","(2.172, 3.244]","(60.389, 65.333]","(0.522, 0.628]","(0.0308, 0.0347]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.00187, 0.00906]","(9.5, 10.467]","(219.389, 239.333]","(5.978, 7.022]","(51.222, 55.444]","(1.089, 1.311]","(0.0266, 0.0314]","(0.112, 0.13]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(260.278, 280.222]","(5.156, 6.294]","(52.833, 57.0]","(1.167, 1.456]","(0.0335, 0.039]","(0.125, 0.149]","(0.00578, 0.00956]","(0.00492, 0.00956]","(11.389, 12.367]","(120.667, 140.611]","(0.174, 1.672]","(54.278, 58.667]"
8:00 - 9:00,"(1.506, 1.678]","(0.0332, 0.038]","(0.138, 0.154]","(0.000902, 0.00644]","(0.000889, 0.00717]","(10.189, 11.211]","(140.0, 160.0]","(3.244, 4.317]","(55.444, 60.389]","(0.522, 0.628]","(0.0308, 0.0347]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.00187, 0.00906]","(9.5, 10.467]","(199.444, 219.389]","(5.978, 7.022]","(51.222, 55.444]","(1.311, 1.533]","(0.0266, 0.0314]","(0.13, 0.147]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(260.278, 280.222]","(4.017, 5.156]","(52.833, 57.0]","(2.033, 2.322]","(0.0335, 0.039]","(0.195, 0.218]","(0.00578, 0.00956]","(0.00492, 0.00956]","(11.389, 12.367]","(60.833, 80.778]","(4.617, 6.089]","(54.278, 58.667]"
9:00 - 10:00,"(1.506, 1.678]","(0.038, 0.0428]","(0.138, 0.154]","(0.000902, 0.00644]","(0.000889, 0.00717]","(12.233, 13.256]","(160.0, 180.0]","(3.244, 4.317]","(50.5, 55.444]","(0.628, 0.733]","(0.0232, 0.027]","(0.0507, 0.0597]","(0.000936, 0.00456]","(0.00906, 0.0161]","(12.4, 13.367]","(119.667, 139.611]","(3.889, 4.933]","(47.0, 51.222]","(1.978, 2.2]","(0.0412, 0.0461]","(0.198, 0.216]","(0.00744, 0.0139]","(0.000908, 0.00611]","(11.844, 12.933]","(260.278, 280.222]","(1.739, 2.878]","(48.667, 52.833]","(1.744, 2.033]","(0.0445, 0.05]","(0.149, 0.172]","(0.00578, 0.00956]","(0.00492, 0.00956]","(12.367, 13.344]","(80.778, 100.722]","(3.144, 4.617]","(49.889, 54.278]"
10:00 - 11:00,"(1.161, 1.333]","(0.0477, 0.0525]","(0.105, 0.122]","(0.000902, 0.00644]","(0.0133, 0.0195]","(15.3, 16.322]","(160.0, 180.0]","(3.244, 4.317]","(40.611, 45.556]","(0.417, 0.522]","(0.0232, 0.027]","(0.0418, 0.0507]","(0.000936, 0.00456]","(0.0232, 0.0302]","(14.333, 15.3]","(59.833, 79.778]","(4.933, 5.978]","(42.778, 47.0]","(1.533, 1.756]","(0.0559, 0.0608]","(0.147, 0.164]","(0.00744, 0.0139]","(0.00611, 0.0112]","(15.111, 16.2]","(100.722, 120.667]","(2.878, 4.017]","(40.333, 44.5]","(1.456, 1.744]","(0.061, 0.0665]","(0.149, 0.172]","(0.00578, 0.00956]","(0.0141, 0.0187]","(15.3, 16.278]","(100.722, 120.667]","(4.617, 6.089]","(41.111, 45.5]"
11:00 - 12:00,"(0.989, 1.161]","(0.0477, 0.0525]","(0.0729, 0.0891]","(0.000902, 0.00644]","(0.0318, 0.038]","(16.322, 17.344]","(80.0, 100.0]","(6.461, 7.533]","(35.667, 40.611]","(0.417, 0.522]","(0.0193, 0.0232]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.0373, 0.0443]","(16.267, 17.233]","(79.778, 99.722]","(7.022, 8.067]","(34.333, 38.556]","(0.867, 1.089]","(0.0461, 0.051]","(0.0779, 0.0951]","(0.000884, 0.00744]","(0.0266, 0.0317]","(17.289, 18.378]","(120.667, 140.611]","(2.878, 4.017]","(32.0, 36.167]","(0.878, 1.167]","(0.039, 0.0445]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.0278, 0.0323]","(16.278, 17.256]","(100.722, 120.667]","(6.089, 7.561]","(32.333, 36.722]"
12:00 - 13:00,"(0.472, 0.644]","(0.0235, 0.0283]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0503, 0.0565]","(20.411, 21.433]","(220.0, 240.0]","(9.678, 10.75]","(20.833, 25.778]","(0.206, 0.311]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0514, 0.0584]","(21.1, 22.067]","(279.222, 299.167]","(9.111, 10.156]","(17.444, 21.667]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0368, 0.0419]","(20.556, 21.644]","(220.389, 240.333]","(10.85, 11.989]","(19.5, 23.667]","(0.589, 0.878]","(0.0335, 0.039]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0506, 0.0551]","(20.189, 21.167]","(260.278, 280.222]","(4.617, 6.089]","(19.167, 23.556]"
13:00 - 14:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0442, 0.0503]","(22.456, 23.478]","(200.0, 220.0]","(12.894, 13.967]","(15.889, 20.833]","(0.0981, 0.206]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0584, 0.0655]","(22.067, 23.033]","(239.333, 259.278]","(17.467, 18.511]","(17.444, 21.667]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0266, 0.0317]","(21.644, 22.733]","(220.389, 240.333]","(18.822, 19.961]","(11.167, 15.333]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0369, 0.0414]","(21.167, 22.144]","(220.389, 240.333]","(25.228, 26.7]","(14.778, 19.167]"
14:00 - 15:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0627, 0.0688]","(22.456, 23.478]","(180.0, 200.0]","(10.75, 11.822]","(15.889, 20.833]","(0.0981, 0.206]","(0.00393, 0.00783]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0514, 0.0584]","(22.067, 23.033]","(239.333, 259.278]","(15.378, 16.422]","(17.444, 21.667]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0266, 0.0317]","(21.644, 22.733]","(240.333, 260.278]","(19.961, 21.1]","(11.167, 15.333]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0323, 0.0369]","(22.144, 23.122]","(240.333, 260.278]","(22.283, 23.756]","(10.389, 14.778]"
15:00 - 16:00,"(0.472, 0.644]","(0.0138, 0.0187]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0442, 0.0503]","(23.478, 24.5]","(220.0, 240.0]","(16.111, 17.183]","(15.889, 20.833]","(0.0981, 0.206]","(0.00393, 0.00783]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0443, 0.0514]","(22.067, 23.033]","(219.389, 239.333]","(14.333, 15.378]","(21.667, 25.889]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0317, 0.0368]","(22.733, 23.822]","(240.333, 260.278]","(14.267, 15.406]","(11.167, 15.333]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0369, 0.0414]","(22.144, 23.122]","(240.333, 260.278]","(22.283, 23.756]","(14.778, 19.167]"
16:00 - 17:00,"(0.472, 0.644]","(0.0138, 0.0187]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0442, 0.0503]","(23.478, 24.5]","(220.0, 240.0]","(16.111, 17.183]","(15.889, 20.833]","(0.0981, 0.206]","(0.00393, 0.00783]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0443, 0.0514]","(22.067, 23.033]","(219.389, 239.333]","(14.333, 15.378]","(21.667, 25.889]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0317, 0.0368]","(22.733, 23.822]","(240.333, 260.278]","(14.267, 15.406]","(11.167, 15.333]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0369, 0.0414]","(22.144, 23.122]","(240.333, 260.278]","(22.283, 23.756]","(14.778, 19.167]"
17:00 - 18:00,"(0.472, 0.644]","(0.0138, 0.0187]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0318, 0.038]","(22.456, 23.478]","(220.0, 240.0]","(16.111, 17.183]","(20.833, 25.778]","(0.0981, 0.206]","(0.00393, 0.00783]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0373, 0.0443]","(21.1, 22.067]","(239.333, 259.278]","(11.2, 12.244]","(21.667, 25.889]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0317, 0.0368]","(21.644, 22.733]","(220.389, 240.333]","(11.989, 13.128]","(11.167, 15.333]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0323, 0.0369]","(22.144, 23.122]","(240.333, 260.278]","(19.339, 20.811]","(14.778, 19.167]"
18:00 - 19:00,"(0.297, 0.472]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0318, 0.038]","(21.433, 22.456]","(200.0, 220.0]","(19.328, 20.4]","(25.778, 30.722]","(0.0981, 0.206]","(0.00393, 0.00783]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0373, 0.0443]","(20.133, 21.1]","(199.444, 219.389]","(11.2, 12.244]","(25.889, 30.111]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0266, 0.0317]","(20.556, 21.644]","(220.389, 240.333]","(11.989, 13.128]","(15.333, 19.5]","(0.295, 0.589]","(0.017, 0.0225]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.0278, 0.0323]","(21.167, 22.144]","(240.333, 260.278]","(17.867, 19.339]","(14.778, 19.167]"
19:00 - 20:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0257, 0.0318]","(18.367, 19.389]","(160.0, 180.0]","(13.967, 15.039]","(40.611, 45.556]","(0.0981, 0.206]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0302, 0.0373]","(16.267, 17.233]","(179.5, 199.444]","(10.156, 11.2]","(38.556, 42.778]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0112, 0.0163]","(18.378, 19.467]","(200.444, 220.389]","(7.433, 8.572]","(19.5, 23.667]","(0.589, 0.878]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0187, 0.0232]","(18.233, 19.211]","(200.444, 220.389]","(14.922, 16.394]","(27.944, 32.333]"
20:00 - 21:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0257, 0.0318]","(18.367, 19.389]","(160.0, 180.0]","(13.967, 15.039]","(40.611, 45.556]","(0.0981, 0.206]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0302, 0.0373]","(16.267, 17.233]","(179.5, 199.444]","(10.156, 11.2]","(38.556, 42.778]","(0.422, 0.644]","(0.0168, 0.0217]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0112, 0.0163]","(18.378, 19.467]","(200.444, 220.389]","(7.433, 8.572]","(19.5, 23.667]","(0.589, 0.878]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0187, 0.0232]","(18.233, 19.211]","(200.444, 220.389]","(14.922, 16.394]","(27.944, 32.333]"
21:00 - 22:00,"(0.472, 0.644]","(0.0283, 0.0332]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.00717, 0.0133]","(18.367, 19.389]","(160.0, 180.0]","(8.606, 9.678]","(40.611, 45.556]","(0.311, 0.417]","(0.0117, 0.0155]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.0161, 0.0232]","(15.3, 16.267]","(239.333, 259.278]","(5.978, 7.022]","(38.556, 42.778]","(0.422, 0.644]","(0.0217, 0.0266]","(0.0262, 0.0434]","(0.000884, 0.00744]","(0.0112, 0.0163]","(16.2, 17.289]","(200.444, 220.389]","(6.294, 7.433]","(27.833, 32.0]","(0.589, 0.878]","(0.0225, 0.028]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(17.256, 18.233]","(200.444, 220.389]","(13.45, 14.922]","(32.333, 36.722]"
22:00 - 23:00,"(0.644, 0.817]","(0.0332, 0.038]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.000889, 0.00717]","(17.344, 18.367]","(180.0, 200.0]","(6.461, 7.533]","(40.611, 45.556]","(0.417, 0.522]","(0.0232, 0.027]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00187, 0.00906]","(14.333, 15.3]","(239.333, 259.278]","(5.978, 7.022]","(38.556, 42.778]","(0.196, 0.422]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0112, 0.0163]","(15.111, 16.2]","(140.611, 160.556]","(5.156, 6.294]","(32.0, 36.167]","(0.589, 0.878]","(0.0225, 0.028]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.00492, 0.00956]","(16.278, 17.256]","(240.333, 260.278]","(16.394, 17.867]","(27.944, 32.333]"
23:00 - 0:00,"(0.644, 0.817]","(0.0235, 0.0283]","(0.0404, 0.0567]","(0.000902, 0.00644]","(0.00717, 0.0133]","(17.344, 18.367]","(240.0, 260.0]","(7.533, 8.606]","(35.667, 40.611]","(0.311, 0.417]","(0.0193, 0.0232]","(0.0239, 0.0328]","(0.000936, 0.00456]","(0.00906, 0.0161]","(13.367, 14.333]","(259.278, 279.222]","(9.111, 10.156]","(42.778, 47.0]","(0.422, 0.644]","(0.0168, 0.0217]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0112, 0.0163]","(14.022, 15.111]","(200.444, 220.389]","(8.572, 9.711]","(36.167, 40.333]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.00956, 0.0141]","(15.3, 16.278]","(240.333, 260.278]","(14.922, 16.394]","(32.333, 36.722]"
0:00 - 1:00,"(0.297, 0.472]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0133, 0.0195]","(15.3, 16.322]","(80.0, 100.0]","(2.172, 3.244]","(40.611, 45.556]","(0.311, 0.417]","(0.0193, 0.0232]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.00187, 0.00906]","(13.367, 14.333]","(219.389, 239.333]","(5.978, 7.022]","(47.0, 51.222]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0163, 0.0214]","(14.022, 15.111]","(280.222, 300.167]","(4.017, 5.156]","(44.5, 48.667]","(0.589, 0.878]","(0.0225, 0.028]","(0.0323, 0.0556]","(0.00193, 0.00578]","(0.00956, 0.0141]","(15.3, 16.278]","(0.641, 20.944]","(3.144, 4.617]","(36.722, 41.111]"
2:00 - 3:00,"(0.297, 0.472]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0133, 0.0195]","(15.3, 16.322]","(280.0, 300.0]","(5.389, 6.461]","(45.556, 50.5]","(0.206, 0.311]","(0.0155, 0.0193]","(0.0149, 0.0239]","(0.000936, 0.00456]","(0.00906, 0.0161]","(11.433, 12.4]","(219.389, 239.333]","(5.978, 7.022]","(47.0, 51.222]","(0.196, 0.422]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0112, 0.0163]","(11.844, 12.933]","(260.278, 280.222]","(6.294, 7.433]","(44.5, 48.667]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(13.344, 14.322]","(260.278, 280.222]","(14.922, 16.394]","(41.111, 45.5]"
3:00 - 4:00,"(0.297, 0.472]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0133, 0.0195]","(14.278, 15.3]","(280.0, 300.0]","(6.461, 7.533]","(50.5, 55.444]","(0.0981, 0.206]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0161, 0.0232]","(11.433, 12.4]","(259.278, 279.222]","(7.022, 8.067]","(51.222, 55.444]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0163, 0.0214]","(11.844, 12.933]","(240.333, 260.278]","(7.433, 8.572]","(44.5, 48.667]","(0.295, 0.589]","(0.0115, 0.017]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0187, 0.0232]","(13.344, 14.322]","(260.278, 280.222]","(17.867, 19.339]","(36.722, 41.111]"
4:00 - 5:00,"(0.297, 0.472]","(0.0138, 0.0187]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0195, 0.0257]","(14.278, 15.3]","(260.0, 280.0]","(8.606, 9.678]","(45.556, 50.5]","(0.0981, 0.206]","(0.00393, 0.00783]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0232, 0.0302]","(11.433, 12.4]","(259.278, 279.222]","(8.067, 9.111]","(55.444, 59.667]","(0.196, 0.422]","(0.00691, 0.0119]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0214, 0.0266]","(11.844, 12.933]","(220.389, 240.333]","(7.433, 8.572]","(44.5, 48.667]","(0.295, 0.589]","(0.0059, 0.0115]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0232, 0.0278]","(13.344, 14.322]","(260.278, 280.222]","(11.978, 13.45]","(41.111, 45.5]"
5:00 - 6:00,"(0.297, 0.472]","(0.00891, 0.0138]","(0.00771, 0.0242]","(0.000902, 0.00644]","(0.0195, 0.0257]","(14.278, 15.3]","(240.0, 260.0]","(9.678, 10.75]","(50.5, 55.444]","(0.0981, 0.206]","(0.00783, 0.0117]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0161, 0.0232]","(10.467, 11.433]","(219.389, 239.333]","(3.889, 4.933]","(59.667, 63.889]","(0.196, 0.422]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0112, 0.0163]","(10.756, 11.844]","(240.333, 260.278]","(2.878, 4.017]","(48.667, 52.833]","(0.295, 0.589]","(0.017, 0.0225]","(0.00858, 0.0323]","(0.00193, 0.00578]","(0.0141, 0.0187]","(12.367, 13.344]","(260.278, 280.222]","(6.089, 7.561]","(45.5, 49.889]"
6:00 - 7:00,"(0.472, 0.644]","(0.0187, 0.0235]","(0.0242, 0.0404]","(0.000902, 0.00644]","(0.0133, 0.0195]","(14.278, 15.3]","(240.0, 260.0]","(5.389, 6.461]","(50.5, 55.444]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.00906, 0.0161]","(9.5, 10.467]","(219.389, 239.333]","(5.978, 7.022]","(59.667, 63.889]","(0.196, 0.422]","(0.0119, 0.0168]","(0.00869, 0.0262]","(0.000884, 0.00744]","(0.0112, 0.0163]","(9.667, 10.756]","(260.278, 280.222]","(2.878, 4.017]","(52.833, 57.0]","(0.589, 0.878]","(0.0225, 0.028]","(0.0556, 0.0788]","(0.00193, 0.00578]","(0.00956, 0.0141]","(11.389, 12.367]","(280.222, 300.167]","(3.144, 4.617]","(45.5, 49.889]"
7:00 - 8:00,"(0.817, 0.989]","(0.0283, 0.0332]","(0.0567, 0.0729]","(0.000902, 0.00644]","(0.000889, 0.00717]","(13.256, 14.278]","(300.0, 320.0]","(5.389, 6.461]","(55.444, 60.389]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.00906, 0.0161]","(9.5, 10.467]","(219.389, 239.333]","(8.067, 9.111]","(59.667, 63.889]","(0.422, 0.644]","(0.0266, 0.0314]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(240.333, 260.278]","(2.878, 4.017]","(57.0, 61.167]","(0.878, 1.167]","(0.0225, 0.028]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00492, 0.00956]","(10.411, 11.389]","(40.889, 60.833]","(4.617, 6.089]","(49.889, 54.278]"
8:00 - 9:00,"(0.989, 1.161]","(0.0283, 0.0332]","(0.0891, 0.105]","(0.000902, 0.00644]","(0.000889, 0.00717]","(13.256, 14.278]","(20.0, 40.0]","(4.317, 5.389]","(60.389, 65.333]","(0.0981, 0.206]","(0.0117, 0.0155]","(0.00584, 0.0149]","(0.000936, 0.00456]","(0.0161, 0.0232]","(9.5, 10.467]","(219.389, 239.333]","(7.022, 8.067]","(59.667, 63.889]","(0.644, 0.867]","(0.0266, 0.0314]","(0.0434, 0.0607]","(0.000884, 0.00744]","(0.000908, 0.00611]","(8.578, 9.667]","(320.111, 340.056]","(7.433, 8.572]","(57.0, 61.167]","(0.878, 1.167]","(0.017, 0.0225]","(0.0788, 0.102]","(0.00193, 0.00578]","(0.00956, 0.0141]","(10.411, 11.389]","(340.056, 360.0]","(6.089, 7.561]","(54.278, 58.667]"
